t,dt,lambda,survival_t,dPD,df,epe,cva_contrib
0.08333333333333333,0.08333333333333333,0.02,0.9983347214509387,0.0016652785490612887,0.9975031223974601,8932607.339309655,5935.255054960414
0.16666666666666666,0.08333333333333333,0.02,0.9966722160545233,0.0016625053964154368,0.9950124791926823,9417667.167906802,6231.533304640256
0.25,0.08333333333333334,0.02,0.9950124791926823,0.0016597368618409547,0.9925280548191384,9884350.97998333,6513.136506165496
0.3333333333333333,0.08333333333333331,0.02,0.9933555062550344,0.0016569729376478826,0.9900498337491681,10329829.791579312,6778.3755591337795
0.41666666666666663,0.08333333333333331,0.02,0.991701292638876,0.001654213616158473,0.9875778004938814,10708844.052754205,6997.8639653770315
0.5,0.08333333333333337,0.02,0.9900498337491681,0.0016514588897078575,0.9851119396030626,11122157.361089036,7237.729977853642
0.5833333333333333,0.08333333333333326,0.02,0.9884011249985238,0.0016487087506442677,0.9826522356650732,11436832.987115484,7411.558826510831
0.6666666666666666,0.08333333333333337,0.02,0.9867551618071957,0.001645963191328148,0.9801986733067553,11729412.796901539,7569.557483265784
0.75,0.08333333333333337,0.02,0.9851119396030626,0.0016432222041330435,0.9777512371933363,12090556.4551591,7770.177672573391
0.8333333333333333,0.08333333333333326,0.02,0.9834714538216175,0.0016404857814451557,0.9753099120283326,12379934.06266537,7923.068878431593
0.9166666666666666,0.08333333333333337,0.02,0.9818336999059541,0.0016377539156633425,0.972874682553454,12640551.458251627,8056.224507813751
1.0,0.08333333333333337,0.02,0.9801986733067553,0.0016350265991988966,0.9704455335485082,12912713.153837563,8195.462789938974
1.0833333333333333,0.08333333333333326,0.0215,0.9784440563308251,0.0017546169759301566,0.968022449831306,13154028.038888227,8936.892023417042
1.1666666666666665,0.08333333333333326,0.0215,0.9766925802291035,0.0017514761017215497,0.9656054162575665,13417132.772438984,9076.608799494656
1.25,0.08333333333333348,0.0215,0.974944239379229,0.001748340849874519,0.9631944177208218,13666008.23387202,9205.380217973692
1.3333333333333333,0.08333333333333326,0.0215,0.9731990281689045,0.0017452112103245598,0.9607894391523232,13876833.92612235,9307.361811458088
1.4166666666666665,0.08333333333333326,0.0215,0.9714569409958794,0.001742087173025042,0.958390465520947,14145323.22763879,9446.811174750625
1.5,0.08333333333333348,0.0215,0.9697179722679314,0.001738968727947987,0.9559974818331,14368382.059211157,9554.685120664974
1.5833333333333333,0.08333333333333326,0.0215,0.9679821164028487,0.001735855865082736,0.9536104731326264,14615045.863835137,9677.091493418642
1.6666666666666665,0.08333333333333326,0.0215,0.9662493678284118,0.0017327485744369486,0.951229424500714,14863092.896386404,9799.186191541847
1.75,0.08333333333333348,0.0215,0.9645197209823759,0.001729646846035826,0.9488543210558013,15083632.58511018,9901.999849452817
1.8333333333333333,0.08333333333333326,0.0215,0.9627931703124533,0.0017265506699226663,0.9464851479534839,15354449.625768958,10036.617587410998
1.9166666666666665,0.08333333333333326,0.0215,0.9610697102762947,0.0017234600361585306,0.9441218903864221,15572855.661567405,10135.788374393074
2.0,0.08333333333333348,0.0215,0.9593493353414724,0.0017203749348223552,0.9417645335842487,15761674.718156537,10214.751113685226
2.083333333333333,0.08333333333333304,0.0215,0.9576320399854618,0.0017172953560106174,0.9394130628134758,15982071.109168207,10313.228505898256
2.1666666666666665,0.08333333333333348,0.0215,0.955917818695624,0.0017142212898377807,0.9370674633774034,16194774.452767264,10405.732048070138
2.25,0.08333333333333348,0.0215,0.9542066659691884,0.0017111527264356274,0.9347277206160275,16422823.322211413,10507.071996312705
2.333333333333333,0.08333333333333304,0.0215,0.9524985763132342,0.001708089655954148,0.9323938199059483,16669443.051605888,10619.183608899983
2.4166666666666665,0.08333333333333348,0.0215,0.9507935442446737,0.0017050320685605413,0.9300657466602785,16853671.289087016,10690.566327491564
2.5,0.08333333333333348,0.0215,0.9490915642902339,0.0017019799544397696,0.9277434863285529,17053090.622813407,10770.737607544517
2.583333333333333,0.08333333333333304,0.0215,0.9473926309864397,0.0016989333037942256,0.9254270243966369,17313111.109390873,10888.137958408257
2.6666666666666665,0.08333333333333348,0.0215,0.9456967388795956,0.0016958921068440658,0.9231163463866358,17551071.060182758,10990.520893600913
2.75,0.08333333333333348,0.0215,0.9440038825257688,0.001692856353826766,0.9208114378568045,17728393.452081155,11054.01847442702
2.833333333333333,0.08333333333333304,0.0215,0.9423140564907714,0.0016898260349974548,0.9185122844014574,17959878.145581495,11150.397326945866
2.9166666666666665,0.08333333333333348,0.0215,0.9406272553501429,0.0016868011406284689,0.9162188716508777,18171113.60612382,11233.230068451778
3.0,0.08333333333333348,0.0215,0.9389434736891332,0.0016837816610096867,0.9139311852712282,18356379.61009916,11299.163509985874
3.083333333333333,0.08333333333333304,0.022,0.9372236543035153,0.0017198193856179378,0.9116492109644617,18554050.994751845,11636.150711852417
3.1666666666666665,0.08333333333333348,0.022,0.9355069850316178,0.0017166692718975085,0.9093729344682314,18689166.37046764,11670.207528818733
3.25,0.08333333333333348,0.022,0.9337934601035228,0.001713524928094956,0.9071023415558017,18914878.14112993,11760.07939857461
3.333333333333333,0.08333333333333304,0.022,0.9320830737598812,0.0017103863436416233,0.9048374180359596,19154399.101700183,11857.504430628493
3.4166666666666665,0.08333333333333348,0.022,0.9303758202518928,0.0017072535079883933,0.9025781497529256,19324779.94825567,11911.251043138576
3.5,0.08333333333333348,0.022,0.9286716938412872,0.0017041264106055776,0.9003245225862656,19531571.561909847,11986.65669669766
3.583333333333333,0.08333333333333304,0.022,0.9269706888003046,0.0017010050409825839,0.8980765224508026,19683233.093582585,12027.500142236207
