t,dt,lambda,survival_t,dPD,df,epe,cva_contrib
0.08333333333333333,0.08333333333333333,0.02,0.9983347214509387,0.0016652785490612887,0.9975031223974601,0.0,0.0
0.16666666666666666,0.08333333333333333,0.02,0.9966722160545233,0.0016625053964154368,0.9950124791926823,0.0,0.0
0.25,0.08333333333333334,0.02,0.9950124791926823,0.0016597368618409547,0.9925280548191384,0.0,0.0
0.3333333333333333,0.08333333333333331,0.02,0.9933555062550344,0.0016569729376478826,0.9900498337491681,0.0,0.0
0.41666666666666663,0.08333333333333331,0.02,0.991701292638876,0.001654213616158473,0.9875778004938814,0.0,0.0
0.5,0.08333333333333337,0.02,0.9900498337491681,0.0016514588897078575,0.9851119396030626,0.0,0.0
0.5833333333333333,0.08333333333333326,0.02,0.9884011249985238,0.0016487087506442677,0.9826522356650732,0.0,0.0
0.6666666666666666,0.08333333333333337,0.02,0.9867551618071957,0.001645963191328148,0.9801986733067553,0.0,0.0
0.75,0.08333333333333337,0.02,0.9851119396030626,0.0016432222041330435,0.9777512371933363,0.0,0.0
0.8333333333333333,0.08333333333333326,0.02,0.9834714538216175,0.0016404857814451557,0.9753099120283326,0.0,0.0
0.9166666666666666,0.08333333333333337,0.02,0.9818336999059541,0.0016377539156633425,0.972874682553454,0.0,0.0
1.0,0.08333333333333337,0.02,0.9801986733067553,0.0016350265991988966,0.9704455335485082,0.0,0.0
1.0833333333333333,0.08333333333333326,0.0215,0.9784440563308251,0.0017546169759301566,0.968022449831306,0.0,0.0
1.1666666666666665,0.08333333333333326,0.0215,0.9766925802291035,0.0017514761017215497,0.9656054162575665,0.0,0.0
1.25,0.08333333333333348,0.0215,0.974944239379229,0.001748340849874519,0.9631944177208218,0.0,0.0
1.3333333333333333,0.08333333333333326,0.0215,0.9731990281689045,0.0017452112103245598,0.9607894391523232,0.0,0.0
1.4166666666666665,0.08333333333333326,0.0215,0.9714569409958794,0.001742087173025042,0.958390465520947,0.0,0.0
1.5,0.08333333333333348,0.0215,0.9697179722679314,0.001738968727947987,0.9559974818331,0.0,0.0
1.5833333333333333,0.08333333333333326,0.0215,0.9679821164028487,0.001735855865082736,0.9536104731326264,1756.6040101252124,1.1631039602654454
1.6666666666666665,0.08333333333333326,0.0215,0.9662493678284118,0.0017327485744369486,0.951229424500714,2726.00300517932,1.7972444357761692
1.75,0.08333333333333348,0.0215,0.9645197209823759,0.001729646846035826,0.9488543210558013,6403.18388946317,4.203518320386076
1.8333333333333333,0.08333333333333326,0.0215,0.9627931703124533,0.0017265506699226663,0.9464851479534839,6887.402831245904,4.502032314571163
1.9166666666666665,0.08333333333333326,0.0215,0.9610697102762947,0.0017234600361585306,0.9441218903864221,10182.975029582309,6.627716981689858
2.0,0.08333333333333348,0.0215,0.9593493353414724,0.0017203749348223552,0.9417645335842487,12798.13160451786,8.29415220133593
2.083333333333333,0.08333333333333304,0.0215,0.9576320399854618,0.0017172953560106174,0.9394130628134758,21465.77060536645,13.851859111134942
2.1666666666666665,0.08333333333333348,0.0215,0.955917818695624,0.0017142212898377807,0.9370674633774034,24642.276013612878,15.833559275561626
2.25,0.08333333333333348,0.0215,0.9542066659691884,0.0017111527264356274,0.9347277206160275,26455.994345956842,16.926141862042495
2.333333333333333,0.08333333333333304,0.0215,0.9524985763132342,0.001708089655954148,0.9323938199059483,35039.03154072675,22.32143619058522
