IM_EUR,CVA_IM,CVA_change_EUR,CVA_change_percent
1000000.0,471850.1744697458,-23556.115351291723,-4.754908412608412
10000000.0,298407.46433017036,-196998.82549086714,-39.76510382256789
100000000.0,5583.893680064301,-489822.3961409732,-98.87286580836884
